NAME_CN,SCIENTIFIC_NAME
厚叶飞蛾槭,Acer oblongum var. pachyphyllum Fang et Wu
厚葉飛蛾槭,Acer oblongum var. pachyphyllum Fang et Wu
三裂飞蛾槭,Acer oblongum var. trilobum Henry
三裂飛蛾槭,Acer oblongum var. trilobum Henry
飞蛾槭,Acer oblongum Wall. ex DC.
飛蛾槭,Acer oblongum Wall. ex DC.
少果槭,Acer oligocarpum Fang et L. C. Hu
橄榄槭,Acer olivaceum Fang et P. L. Chiu
橄欖槭,Acer olivaceum Fang et P. L. Chiu
五裂槭,Acer oliverianum Pax
台湾五裂槭,Acer oliverianum subsp. formosanum (Koidz.) E. Murr.
臺灣五裂槭,Acer oliverianum subsp. formosanum (Koidz.) E. Murr.
富宁槭,Acer paihengii Fang
富寧槭,Acer paihengii Fang
鸡爪槭,Acer palmatum Thunb. var. palmatum
雞爪槭,Acer palmatum Thunb. var. palmatum
小鸡爪槭,Acer palmatum var. thunbergii Pax
小雞爪槭,Acer palmatum var. thunbergii Pax
巴山槭,Acer pashanicum Fang et Soong
稀花槭,Acer pauciflorum Fang
金沙槭,Acer paxii Franch.
半圆叶金沙槭,Acer paxii var. semilunatum Fang
半圓葉金沙槭,Acer paxii var. semilunatum Fang
尖尾篦齿槭,Acer pectinatum f. caudatilobum (Rehd.) Fang
尖尾篦齒槭,Acer pectinatum f. caudatilobum (Rehd.) Fang
篦齿槭,Acer pectinatum Wall. ex Nichols.
篦齒槭,Acer pectinatum Wall. ex Nichols.
北碚槭,Acer pehpeiense Fang et Su
五小叶槭,Acer pentaphyllum Diels
五小葉槭,Acer pentaphyllum Diels
疏毛槭,Acer pilosum Maxim.
灰叶槭,Acer poliophyllum Fang et Wu
灰葉槭,Acer poliophyllum Fang et Wu
多果槭,Acer prolificum Fang et Fang f.
紫花槭,Acer pseudosieboldianum (Pax) Komarov
小果紫花槭,Acer pseudosieboldianum var. koreanum Nakai
毛脉槭,Acer pubinerve Rehder
毛脈槭,Acer pubinerve Rehder
细果毛脉槭,Acer pubinerve var. apiferum Fang et P. L. Chiu
細果毛脈槭,Acer pubinerve var. apiferum Fang et P. L. Chiu
广东毛脉槭,Acer pubinerve var. kwangtungense (Chun) Fang
廣東毛脈槭,Acer pubinerve var. kwangtungense (Chun) Fang
毛鸡爪槭,Acer pubipalmatum Fang
毛雞爪槭,Acer pubipalmatum Fang
美丽毛鸡爪槭,Acer pubipalmatum var. pulcherrimum Fang et P. L. Chiu
美麗毛雞爪槭,Acer pubipalmatum var. pulcherrimum Fang et P. L. Chiu
毛柄槭,Acer pubipetiolatum Hu et Cheng
屏边毛柄槭,Acer pubipetiolatum var. pingpienense Fang et W. K. Hu
屏邊毛柄槭,Acer pubipetiolatum var. pingpienense Fang et W. K. Hu
网脉槭,Acer reticulatum Champ.
網脈槭,Acer reticulatum Champ.
两型叶网脉槭,Acer reticulatum var. dimorphifolium (Metc.) Fang et W. K. Hu
兩型葉網脈槭,Acer reticulatum var. dimorphifolium (Metc.) Fang et W. K. Hu
杈叶槭,Acer robustum Pax
杈葉槭,Acer robustum Pax
河南杈叶槭,Acer robustum var. honanense Fang
河南杈葉槭,Acer robustum var. honanense Fang
小杈叶槭,Acer robustum var. minus Fang
小杈葉槭,Acer robustum var. minus Fang
红色槭,Acer rubescens Hayata
紅色槭,Acer rubescens Hayata
柔毛盐源槭,Acer schneiderianum var. pubescens Fang et Wu
柔毛鹽源槭,Acer schneiderianum var. pubescens Fang et Wu
天山槭,Acer semenovii Regel et Herder
上思槭,Acer shangszeense Fang et Soong
安福槭,Acer shangszeense var. anfuense Fang et Soong
陕西槭,Acer shensiense Fang et L. C. Hu
陜西槭,Acer shensiense Fang et L. C. Hu
平坝槭,Acer shihweii Chun et Fang
平壩槭,Acer shihweii Chun et Fang
西畴槭,Acer sichourense (Fang et Fang. F.) Fang
西疇槭,Acer sichourense (Fang et Fang. F.) Fang
锡金槭,Acer sikkimense Miq.
錫金槭,Acer sikkimense Miq.
细齿锡金槭,Acer sikkimense var. serrulatum Pax
細齒錫金槭,Acer sikkimense var. serrulatum Pax
中华槭,Acer sinense Pax
中華槭,Acer sinense Pax
绿叶中华槭,Acer sinense var. concolor Pax
綠葉中華槭,Acer sinense var. concolor Pax
深裂中华槭,Acer sinense var. longilobum Fang
深裂中華槭,Acer sinense var. longilobum Fang
小果中华槭,Acer sinense var. microcarpum Metc.
小果中華槭,Acer sinense var. microcarpum Metc.
波缘中华槭,Acer sinense var. undulatum Fang et Wu
波緣中華槭,Acer sinense var. undulatum Fang et Wu
滨海槭,Acer sinooblongum Metc.
濱海槭,Acer sinooblongum Metc.
天目槭,Acer sinopurpurascens Cheng
毛叶槭,Acer stachyophyllum Hiern
毛葉槭,Acer stachyophyllum Hiern
五脉毛叶槭,Acer stachyophyllum var. pentaneurum (Fang et W. K. Hu) Fang
五脈毛葉槭,Acer stachyophyllum var. pentaneurum (Fang et W. K. Hu) Fang
细裂槭,Acer stenolobum Rehd.
細裂槭,Acer stenolobum Rehd.
大叶细裂槭,Acer stenolobum var. megalophyllum Fang et Wu
大葉細裂槭,Acer stenolobum var. megalophyllum Fang et Wu
苹婆槭,Acer sterculiaceum Wall.
蘋婆槭,Acer sterculiaceum Wall.
信宜槭,Acer sunyiense Fang
四川槭,Acer sutchuenense Franch.
天全槭,Acer sutchuenense subsp. tienchuanense (Fang et Soong) Fang
角叶槭,Acer sycopseoides Chun
角葉槭,Acer sycopseoides Chun
大埔槭,Acer taipuense Fang
独龙槭,Acer taronense Hand.-Mazz.
獨龍槭,Acer taronense Hand.-Mazz.
青楷槭,Acer tegmentosum Maxim.
薄叶槭,Acer tenellum Pax
薄葉槭,Acer tenellum Pax
七裂薄叶槭,Acer tenellum var. septemlobum (Fang et Soong) Fang et Soong
七裂薄葉槭,Acer tenellum var. septemlobum (Fang et Soong) Fang et Soong
四蕊槭,Acer tetramerum Pax
桦叶四蕊槭,Acer tetramerum var. betulifolium (Maxim.) Rehd.
樺葉四蕊槭,Acer tetramerum var. betulifolium (Maxim.) Rehd.
长尾四蕊槭,Acer tetramerum var. dolichurum Fang et Wu
長尾四蕊槭,Acer tetramerum var. dolichurum Fang et Wu
蒿苹四蕊槭,Acer tetramerum var. haopingense Fang
蒿蘋四蕊槭,Acer tetramerum var. haopingense Fang
巨果槭,Acer thomsonii Miq.
察隅槭,Acer tibetense Fang
粗柄槭,Acer tonkinense H. Lec.
广西槭,Acer tonkinense subsp. kwangsiense (Fang et Fang f.) Fang
廣西槭,Acer tonkinense subsp. kwangsiense (Fang et Fang f.) Fang
枫叶槭,Acer tonkinense subsp. liquidambarifolium (Hu et Cheng) Fang
楓葉槭,Acer tonkinense subsp. liquidambarifolium (Hu et Cheng) Fang
三花槭,Acer triflorum Komarov var. triflorum
革叶三花槭,Acer triflorum var. subcoriacea Komarov
革葉三花槭,Acer triflorum var. subcoriacea Komarov
元宝槭,Acer truncatum Bunge
元寶槭,Acer truncatum Bunge
秦岭槭,Acer tsinglingense Fang et Hsieh
秦嶺槭,Acer tsinglingense Fang et Hsieh
岭南槭,Acer tutcheri Duthie
嶺南槭,Acer tutcheri Duthie
小果岭南槭,Acer tutcheri var. shimadai Hayata
小果嶺南槭,Acer tutcheri var. shimadai Hayata
花楷槭,Acer ukurunduense Trautv. et Mey.
天峨槭,Acer wangchii Fang
缙云槭,Acer wangchii subsp. tsinyunense Fang
縉雲槭,Acer wangchii subsp. tsinyunense Fang
滇藏槭,Acer wardii W. W. Smith
三峡槭,Acer wilsonii Rehder
三峽槭,Acer wilsonii Rehder
长尾三峡槭,Acer wilsonii var. longicaudatum (Fang) Fang
長尾三峽槭,Acer wilsonii var. longicaudatum (Fang) Fang
钝角三峡槭,Acer wilsonii var. obtusum Fang et Wu
鈍角三峽槭,Acer wilsonii var. obtusum Fang et Wu
武夷槭,Acer wuyishanicum Fang et Tan
婺源槭,Acer wuyuanense Fang et Wu
毛柄婺源槭,Acer wuyuanense var. trichopodum Fang et Wu
羊角槭,Acer yangjuechi Fang et P. L. Chiu
瑶山槭,Acer yaoshanicum Fang
瑤山槭,Acer yaoshanicum Fang
都安槭,Acer yinkunii Fang
川甘槭,Acer yui Fang
瘦果川甘槭,Acer yui var. leptocarpum Fang et Wu
槭树科,Aceraceae
槭樹科,Aceraceae
茴香砂仁属,Achasma
茴香砂仁屬,Achasma
红茴砂,Achasma megalocheilos Griff.
紅茴砂,Achasma megalocheilos Griff.
茴香砂仁,Achasma yunnanense T. L. Wu et Senjen
蓍属,Achillea
蓍屬,Achillea
齿叶蓍,Achillea acuminata (Ledeb.) Sch.-Bip.
齒葉蓍,Achillea acuminata (Ledeb.) Sch.-Bip.
高山蓍,Achillea alpina L.
亚洲蓍,Achillea asiatica Serg.
亞洲蓍,Achillea asiatica Serg.
褐苞蓍,Achillea impatiens L.
阿尔泰蓍,Achillea ledebouri Heimerl
阿爾泰蓍,Achillea ledebouri Heimerl
蓍,Achillea millefolium L.
短瓣蓍,Achillea ptarmicoides Maxim.
柳叶蓍,Achillea salicifolia Bess.
柳葉蓍,Achillea salicifolia Bess.
丝叶蓍,Achillea setacea Waldst. et Kit.
絲葉蓍,Achillea setacea Waldst. et Kit.
云南蓍,Achillea wilsoniana Heimerl ex Hand.-Mazz.
雲南蓍,Achillea wilsoniana Heimerl ex Hand.-Mazz.
戏法草,Achimenes grandiflora (Schiede) DC.
戲法草,Achimenes grandiflora (Schiede) DC.
芨芨草属,Achnatherum
芨芨草屬,Achnatherum
短芒芨芨草,Achnatherum breviaristatum Keng et P. C. Kuo
小芨芨草,Achnatherum caragana (Trin. et Rupr.) Nevski
细叶芨芨草,Achnatherum chingii (Hitchc.) Keng ex P. C. Kuo
細葉芨芨草,Achnatherum chingii (Hitchc.) Keng ex P. C. Kuo
林阴芨芨草,Achnatherum chingii var. laxum S. L. Lu
林陰芨芨草,Achnatherum chingii var. laxum S. L. Lu
藏芨芨草,Achnatherum duthiei (Hook. f.) P. C. Kuo et S. L. Lu
远东芨芨草,Achnatherum extremiorientale (Hara) Keng ex P. C. Kuo
遠東芨芨草,Achnatherum extremiorientale (Hara) Keng ex P. C. Kuo
异颖芨芨草,Achnatherum inaequiglume Keng ex P. C. Kuo
異穎芨芨草,Achnatherum inaequiglume Keng ex P. C. Kuo
醉马草,Achnatherum inebrians (Hance) Keng
醉馬草,Achnatherum inebrians (Hance) Keng
干生芨芨草,Achnatherum jacquemontii (Jaub. et Spach) P. C. Kuo
幹生芨芨草,Achnatherum jacquemontii (Jaub. et Spach) P. C. Kuo
朝阳芨芨草,Achnatherum nakaii (Honda) Tatcoka
朝陽芨芨草,Achnatherum nakaii (Honda) Tatcoka
京芒草,Achnatherum pekinense (Hance) Ohwi
光药芨芨草,Achnatherum psilantherum Keng
光藥芨芨草,Achnatherum psilantherum Keng
毛颖芨芨草,Achnatherum pubicalyx (Ohwi) Keng ex P. C. Kuo
毛穎芨芨草,Achnatherum pubicalyx (Ohwi) Keng ex P. C. Kuo
羽茅,Achnatherum sibiricum (L.) Keng
芨芨草,Achnatherum splendens (Trin.) Nevski
牛膝属,Achyranthes
牛膝屬,Achyranthes
土牛膝,Achyranthes aspera L.
银毛土牛膝,Achyranthes aspera var. argentea (Thwaites) Hook. f.
銀毛土牛膝,Achyranthes aspera var. argentea (Thwaites) Hook. f.
钝叶土牛膝,Achyranthes aspera var. indica L.
鈍葉土牛膝,Achyranthes aspera var. indica L.
褐叶土牛膝,Achyranthes aspera var. rubrofusca (Wight) Hook. f.
褐葉土牛膝,Achyranthes aspera var. rubrofusca (Wight) Hook. f.
牛膝,Achyranthes bidentata Blume
红叶牛膝,Achyranthes bidentata var. bidentata f. rubra Ho
紅葉牛膝,Achyranthes bidentata var. bidentata f. rubra Ho
少毛牛膝,Achyranthes bidentata var. japonica Miq.
红柳叶牛膝,Achyranthes longifolia f. rubra Ho
紅柳葉牛膝,Achyranthes longifolia f. rubra Ho
鳞果草属,Achyrospermum
鱗果草屬,Achyrospermum
鳞果草,Achyrospermum densiflorum Blume
鱗果草,Achyrospermum densiflorum Blume
西藏鳞果草,Achyrospermum wallichianum (Benth.) Benth. ex Hook. f.
西藏鱗果草,Achyrospermum wallichianum (Benth.) Benth. ex Hook. f.
酸竹属,Acidosasa
酸竹屬,Acidosasa
粉酸竹,Acidosasa chienouensis (Wen) C. S. Chao et Wen
酸竹,Acidosasa chinensis C. D. Chu et C. S. Chao
毛花酸竹,Acidosasa hirtiflora Z. P. Wang
福建酸竹,Acidosasa longiligula (Wen) C. S. Chao
黎竹,Acidosasa venusta (McClure) Z. P. Wang et G. H. Ye
大花金纽扣,Acmella grandiflora var. brachyglossa (Benth.) R.K.Jansen
大花金紐扣,Acmella grandiflora var. brachyglossa (Benth.) R.K.Jansen
大花金钮扣,Acmella grandiflora var. brachyglossa (Benth.) R.K.Jansen，Acmella
大花金鈕扣,Acmella grandiflora var. brachyglossa (Benth.) R.K.Jansen，Acmella
金纽扣,Acmella paniculata (Wall. ex DC.) R.K.Jansen
金紐扣,Acmella paniculata (Wall. ex DC.) R.K.Jansen
肖蒲桃属,Acmena
肖蒲桃屬,Acmena
肖蒲桃,Acmena acuminatissima (Blume) Merr. et Perry
羽叶花属,Acomastylis
羽葉花屬,Acomastylis
羽叶花,Acomastylis elata (Royle) F. Bolle
羽葉花,Acomastylis elata (Royle) F. Bolle
矮生羽叶花,Acomastylis elata var. humilis (Royle) F. Bolle
矮生羽葉花,Acomastylis elata var. humilis (Royle) F. Bolle
光果羽叶花,Acomastylis elata var. leiocarpa (Evans) F. Bolle
光果羽葉花,Acomastylis elata var. leiocarpa (Evans) F. Bolle
大萼羽叶花,Acomastylis macrosepala (Ludlow) Yü et Li
大萼羽葉花,Acomastylis macrosepala (Ludlow) Yü et Li
乌头属,Aconitum
烏頭屬,Aconitum
尖萼乌头,Aconitum acutiusculum Fletcher et Lauener
尖萼烏頭,Aconitum acutiusculum Fletcher et Lauener
展毛尖萼乌头,Aconitum acutiusculum var. aureopilosum W. T. Wang
展毛尖萼烏頭,Aconitum acutiusculum var. aureopilosum W. T. Wang
两色乌头,Aconitum alboviolaceum Kom.
兩色烏頭,Aconitum alboviolaceum Kom.
直立两色乌头,Aconitum alboviolaceum var. erectum W. T. Wang
直立兩色烏頭,Aconitum alboviolaceum var. erectum W. T. Wang
高峰乌头,Aconitum alpinonepalense Tamura
高峰烏頭,Aconitum alpinonepalense Tamura
兴安乌头,Aconitum ambiguum Reichb.
興安烏頭,Aconitum ambiguum Reichb.
拟黄花乌头,Aconitum anthoroideum DC.
擬黃花烏頭,Aconitum anthoroideum DC.
空茎乌头,Aconitum apetalum (Huth) B. Fedtsch.
空莖烏頭,Aconitum apetalum (Huth) B. Fedtsch.
滇南草乌,Aconitum austroyunnanense W. T. Wang
滇南草烏,Aconitum austroyunnanense W. T. Wang
细叶黄乌头,Aconitum barbatum Pers.
細葉黃烏頭,Aconitum barbatum Pers.
西伯利亚乌头,Aconitum barbatum var. hispidum (DC.) Seringe
西伯利亞烏頭,Aconitum barbatum var. hispidum (DC.) Seringe
牛扁,Aconitum barbatum var. puberulum Ledeb.
带岭乌头,Aconitum birobidshanicum Vorosch.
帶嶺烏頭,Aconitum birobidshanicum Vorosch.
短柄乌头,Aconitum brachypodum Diels.
短柄烏頭,Aconitum brachypodum Diels.
曲毛短柄乌头,Aconitum brachypodum var. crispulum W. T. Wang
曲毛短柄烏頭,Aconitum brachypodum var. crispulum W. T. Wang
展毛短柄乌头,Aconitum brachypodum var. laxiflorum Fletcher et Lauener
展毛短柄烏頭,Aconitum brachypodum var. laxiflorum Fletcher et Lauener
宽苞乌头,Aconitum bracteolatum Lauener
寬苞烏頭,Aconitum bracteolatum Lauener
显苞乌头,Aconitum bracteolosum W. T. Wang
顯苞烏頭,Aconitum bracteolosum W. T. Wang
短距乌头,Aconitum brevicalcaratum (Finet et Gagnep.) Diels
短距烏頭,Aconitum brevicalcaratum (Finet et Gagnep.) Diels
弯短距乌头,Aconitum brevicalcaratum var. lauenerianum (Fletcher) W. T. Wang
彎短距烏頭,Aconitum brevicalcaratum var. lauenerianum (Fletcher) W. T. Wang
短唇乌头,Aconitum brevilimbum Lauener
短唇烏頭,Aconitum brevilimbum Lauener
短瓣乌头,Aconitum brevipetalum W. T. Wang
短瓣烏頭,Aconitum brevipetalum W. T. Wang
褐紫乌头,Aconitum brunneum Hand.-Mazz.
褐紫烏頭,Aconitum brunneum Hand.-Mazz.
珠芽乌头,Aconitum bulbilliferum Hand.-Mazz.
珠芽烏頭,Aconitum bulbilliferum Hand.-Mazz.
滇西乌头,Aconitum bulleyanum Diels.
滇西烏頭,Aconitum bulleyanum Diels.
弯喙乌头,Aconitum campylorrhynchum Hand.-Mazz.
彎喙烏頭,Aconitum campylorrhynchum Hand.-Mazz.
展毛弯喙乌头,Aconitum campylorrhynchum var. patentipilum W. T. Wang
展毛彎喙烏頭,Aconitum campylorrhynchum var. patentipilum W. T. Wang
细梗弯喙乌头,Aconitum campylorrhynchum var. tenuipes W. T. Wang
細梗彎喙烏頭,Aconitum campylorrhynchum var. tenuipes W. T. Wang
大麻叶乌头,Aconitum cannabifolium Franch. ex Finet et Gagnep.
大麻葉烏頭,Aconitum cannabifolium Franch. ex Finet et Gagnep.
乌头,Aconitum carmichaeli Debx.
烏頭,Aconitum carmichaeli Debx.
黄山乌头,Aconitum carmichaeli var. hwangshanicum W. T. Wang
黃山烏頭,Aconitum carmichaeli var. hwangshanicum W. T. Wang
毛叶乌头,Aconitum carmichaeli var. pubescens W. T. Wang et Hsiao
毛葉烏頭,Aconitum carmichaeli var. pubescens W. T. Wang et Hsiao
深裂乌头,Aconitum carmichaeli var. tripartitum W. T. Wang
深裂烏頭,Aconitum carmichaeli var. tripartitum W. T. Wang
展毛乌头,Aconitum carmichaeli var. truppelianum (Ulbr.) W. T. Wang et Hsiao
展毛烏頭,Aconitum carmichaeli var. truppelianum (Ulbr.) W. T. Wang et Hsiao
黔川乌头,Aconitum cavaleriei Levl. et Vant.
黔川烏頭,Aconitum cavaleriei Levl. et Vant.
聚叶黔川乌头,Aconitum cavaleriei var. aggregatifolium (Chang ex W. T. Wang) W. T. Wang
聚葉黔川烏頭,Aconitum cavaleriei var. aggregatifolium (Chang ex W. T. Wang) W. T. Wang
察瓦龙乌头,Aconitum changianum W. T. Wang
察瓦龍烏頭,Aconitum changianum W. T. Wang
展花乌头,Aconitum chasmanthum Stapf
展花烏頭,Aconitum chasmanthum Stapf
腺毛加查乌头,Aconitum chiachaense var. glandulosum W. T. Wang
腺毛加查烏頭,Aconitum chiachaense var. glandulosum W. T. Wang
加查乌头,Aconitum chiachaense W. T. Wang
加查烏頭,Aconitum chiachaense W. T. Wang
毛果乾宁乌头,Aconitum chienningense var. lasiocarpum W. T. Wang
毛果乾寧烏頭,Aconitum chienningense var. lasiocarpum W. T. Wang
乾宁乌头,Aconitum chienningense W. T. Wang
乾寧烏頭,Aconitum chienningense W. T. Wang
祁连山乌头,Aconitum chilienshanicum W. T. Wang
祁連山烏頭,Aconitum chilienshanicum W. T. Wang
黄毛乌头,Aconitum chrysotrichum W. T. Wang
黃毛烏頭,Aconitum chrysotrichum W. T. Wang
拟哈巴乌头,Aconitum chuianum W. T. Wang
擬哈巴烏頭,Aconitum chuianum W. T. Wang
绰斯甲乌头,Aconitum chuosjiaense W. T. Wang
綽斯甲烏頭,Aconitum chuosjiaense W. T. Wang
苍山乌头,Aconitum contortum Finet et Gagnep.
蒼山烏頭,Aconitum contortum Finet et Gagnep.
黄花乌头,Aconitum coreanum (Levl.) Rapaics
黃花烏頭,Aconitum coreanum (Levl.) Rapaics
厚叶乌头,Aconitum coriophyllum Hand.-Mazz.
厚葉烏頭,Aconitum coriophyllum Hand.-Mazz.
粗茎乌头,Aconitum crassicaule W. T. Wang
粗莖烏頭,Aconitum crassicaule W. T. Wang
粗花乌头,Aconitum crassiflorum Hand.-Mazz.
粗花烏頭,Aconitum crassiflorum Hand.-Mazz.
叉苞乌头,Aconitum creagromorphum Lauener
叉苞烏頭,Aconitum creagromorphum Lauener
马耳山乌头,Aconitum delavayi Franch.
馬耳山烏頭,Aconitum delavayi Franch.
长柱乌头,Aconitum dolichorhynchum W. T. Wang
長柱烏頭,Aconitum dolichorhynchum W. T. Wang
长序乌头,Aconitum dolichostachyum W. T. Wang
長序烏頭,Aconitum dolichostachyum W. T. Wang
宾川乌头,Aconitum duclouxii Levl.
賓川烏頭,Aconitum duclouxii Levl.
无距宾川乌头,Aconitum duclouxii var. ecalcaratum Fletcher et Lauener
無距賓川烏頭,Aconitum duclouxii var. ecalcaratum Fletcher et Lauener
敦化乌头,Aconitum dunhuaense S. H. Li
敦化烏頭,Aconitum dunhuaense S. H. Li
墨脱乌头,Aconitum elliotii Lauener
墨脫烏頭,Aconitum elliotii Lauener
短梗墨脱乌头,Aconitum elliotii var. doshongense (Lauener) W. T. Wang
短梗墨脫烏頭,Aconitum elliotii var. doshongense (Lauener) W. T. Wang
藏南藤乌,Aconitum elwesii Stapf
藏南藤烏,Aconitum elwesii Stapf
紫乌头,Aconitum episcopale Levl.
紫烏頭,Aconitum episcopale Levl.
紫花高乌头,Aconitum excelsum Reichb.
紫花高烏頭,Aconitum excelsum Reichb.
镰形乌头,Aconitum falciforme Hand.-Mazz.
鐮形烏頭,Aconitum falciforme Hand.-Mazz.
刷经寺乌头,Aconitum fangianum W. T. Wang
刷經寺烏頭,Aconitum fangianum W. T. Wang
赣皖乌头,Aconitum finetianum Hand.-Mazz.
贛皖烏頭,Aconitum finetianum Hand.-Mazz.
薄叶乌头,Aconitum fischeri Reichb.
薄葉烏頭,Aconitum fischeri Reichb.
弯枝乌头,Aconitum fischeri var. arcuatum (Maxim.) Regel
彎枝烏頭,Aconitum fischeri var. arcuatum (Maxim.) Regel
伏毛铁棒锤,Aconitum flavum Hand.-Mazz.
伏毛鐵棒錘,Aconitum flavum Hand.-Mazz.
阴山乌头,Aconitum flavum var. galeatum W. T. Wang
陰山烏頭,Aconitum flavum var. galeatum W. T. Wang
独花乌头,Aconitum fletcherianum Taylor
獨花烏頭,Aconitum fletcherianum Taylor
台湾乌头,Aconitum formosanum Tamura
臺灣烏頭,Aconitum formosanum Tamura
丽江乌头,Aconitum forrestii Stapf
麗江烏頭,Aconitum forrestii Stapf
毛果丽江乌头,Aconitum forrestii var. albovillosum (Chen et Liu) W. T. Wang
毛果麗江烏頭,Aconitum forrestii var. albovillosum (Chen et Liu) W. T. Wang
大渡乌头,Aconitum franchetii Finet et Gagnep.
大渡烏頭,Aconitum franchetii Finet et Gagnep.
低盔大渡乌头,Aconitum franchetii var. subnaviculare W. T. Wang
低盔大渡烏頭,Aconitum franchetii var. subnaviculare W. T. Wang
展毛大渡乌头,Aconitum franchetii var. villosulum W. T. Wang
展毛大渡烏頭,Aconitum franchetii var. villosulum W. T. Wang
梨山乌头,Aconitum fukutomei Hayata
梨山烏頭,Aconitum fukutomei Hayata
抚松乌头,Aconitum fusungense S. H. Li et Y. H. Huang
撫松烏頭,Aconitum fusungense S. H. Li et Y. H. Huang
膝瓣乌头,Aconitum geniculatum Fletcher et Lauener
膝瓣烏頭,Aconitum geniculatum Fletcher et Lauener
低盔膝瓣乌头,Aconitum geniculatum var. humilius W. T. Wang
低盔膝瓣烏頭,Aconitum geniculatum var. humilius W. T. Wang
爪盔膝瓣乌头,Aconitum geniculatum var. unguiculatum W. T. Wang
